user_id,timestamp,group,landing_page,converted
853744,26:40.7,control,old_page,1
894816,29:01.0,control,old_page,0
922879,07:05.6,treatment,new_page,0
929922,07:18.2,treatment,new_page,0
678381,18:33.7,treatment,new_page,0
718447,37:11.4,treatment,new_page,0
887998,38:27.6,treatment,new_page,0
847673,45:04.3,control,new_page,1
682233,47:48.5,treatment,new_page,0
723931,02:38.8,treatment,new_page,0
809781,08:19.3,control,old_page,0
904209,12:49.8,control,old_page,0
882500,22:56.9,treatment,new_page,0
893251,26:06.9,control,old_page,0
753254,26:38.9,control,old_page,0
689369,27:21.8,control,old_page,0
675431,28:08.7,control,old_page,0
686526,33:26.9,treatment,new_page,0
893809,46:24.5,control,old_page,0
908003,47:01.1,control,old_page,0
681900,54:40.6,treatment,new_page,0
781146,57:51.0,control,old_page,0
758053,58:46.6,treatment,new_page,0
637982,10:18.9,treatment,new_page,0
725622,16:26.4,control,old_page,0
834235,17:03.3,control,old_page,0
852246,19:21.5,treatment,new_page,0
698169,29:35.1,treatment,new_page,0
673628,36:53.9,control,old_page,0
726740,39:32.1,control,old_page,0
697022,05:06.8,treatment,new_page,0
639820,07:49.6,treatment,new_page,0
763696,18:56.8,control,old_page,0
644135,27:55.4,treatment,new_page,0
898743,28:22.2,control,old_page,0
937608,37:56.7,treatment,new_page,0
785569,40:48.2,treatment,new_page,0
887050,42:13.5,treatment,new_page,0
880442,42:39.0,treatment,old_page,0
773003,43:16.7,treatment,new_page,0
775551,46:31.3,control,old_page,0
929840,00:03.8,treatment,new_page,0
820916,02:13.0,control,old_page,0
692000,20:44.0,control,old_page,0
728160,37:43.0,treatment,new_page,1
732212,12:35.4,treatment,new_page,0
891215,18:47.9,treatment,new_page,0
908106,19:05.5,control,old_page,0
866500,22:00.3,treatment,new_page,0
936202,31:02.8,control,old_page,0
770309,31:26.6,control,old_page,0
857406,36:32.9,control,old_page,0
833696,39:11.0,treatment,new_page,0
873770,00:58.2,control,old_page,0
662649,10:29.7,control,old_page,0
873364,12:02.3,treatment,new_page,0
860168,18:26.3,treatment,new_page,1
832764,35:12.4,treatment,new_page,0
829574,49:58.2,control,old_page,0
714336,51:47.4,control,old_page,0
919791,52:28.5,treatment,new_page,0
683466,56:13.8,control,old_page,1
933696,59:36.8,control,old_page,0
725353,12:30.0,control,old_page,0
801868,19:48.7,control,old_page,0
899373,26:49.2,control,old_page,0
901195,29:34.8,treatment,new_page,0
826216,37:57.8,control,old_page,0
636723,38:22.9,control,old_page,0
833716,41:53.5,treatment,new_page,0
788382,03:27.5,treatment,new_page,1
858659,05:38.2,treatment,new_page,0
717740,08:48.5,control,old_page,0
742039,20:58.8,control,old_page,0
788792,26:05.3,control,old_page,0
694599,38:22.2,control,old_page,0
727266,23:50.5,treatment,new_page,0
793580,25:33.7,control,new_page,1
718429,27:23.3,control,old_page,0
793245,34:39.1,control,old_page,0
697568,43:23.3,control,old_page,0
799468,56:47.9,treatment,new_page,0
921628,58:14.6,treatment,new_page,0
912179,58:30.2,control,old_page,1
732918,02:57.7,control,old_page,0
911150,11:04.0,treatment,new_page,0
782421,11:32.3,control,old_page,0
662210,17:28.6,treatment,new_page,1
841288,29:23.1,treatment,new_page,1
937896,46:45.0,control,old_page,0
871671,48:14.2,treatment,new_page,0
840454,48:41.4,treatment,new_page,0
875502,53:51.2,treatment,new_page,0
929763,03:09.7,treatment,new_page,0
682658,04:01.3,control,old_page,0
714132,30:52.5,treatment,new_page,0
941635,54:59.6,treatment,new_page,0
732909,00:51.3,control,old_page,0
841851,05:47.8,control,old_page,0
860209,15:59.8,treatment,new_page,0
756591,16:18.4,control,old_page,0
888545,37:26.3,treatment,new_page,1
765339,46:45.2,treatment,new_page,1
859761,47:53.3,control,old_page,0
808265,57:46.1,control,old_page,0
701254,00:14.2,control,old_page,0
892804,00:38.0,control,old_page,0
840290,12:11.6,treatment,new_page,1
876815,28:53.1,control,old_page,0
897432,40:32.3,control,old_page,0
806631,55:48.0,treatment,new_page,1
906533,59:13.4,control,old_page,0
748051,20:10.4,treatment,new_page,1
903978,21:06.0,control,old_page,0
923259,21:55.5,control,old_page,0
777440,21:57.1,treatment,new_page,0
805534,33:08.1,treatment,new_page,0
811599,36:26.7,control,old_page,0
771987,37:31.4,control,old_page,0
897656,57:54.8,control,old_page,0
886123,03:59.4,control,old_page,0
922153,08:57.2,control,old_page,0
669368,22:16.6,treatment,new_page,0
794730,25:39.4,control,old_page,0
917838,30:02.8,control,old_page,0
876842,40:09.8,treatment,new_page,0
650436,55:29.0,treatment,new_page,0
775293,56:51.1,control,old_page,0
757427,07:00.5,control,old_page,1
699772,18:58.0,treatment,new_page,0
641963,22:50.1,treatment,new_page,0
931961,46:07.1,control,old_page,0
663780,55:03.7,control,old_page,0
662951,57:05.8,treatment,new_page,0
760725,05:10.8,treatment,new_page,0
773346,06:20.1,treatment,new_page,0
668672,07:37.3,treatment,new_page,0
760220,17:08.4,control,old_page,0
704799,31:04.1,treatment,new_page,0
810572,34:29.9,treatment,new_page,0
801953,36:06.4,treatment,new_page,0
715157,40:45.3,control,old_page,0
793227,54:06.9,control,old_page,0
651303,05:10.4,control,old_page,0
639760,06:52.1,treatment,new_page,0
900137,34:19.7,treatment,new_page,0
917603,34:57.0,treatment,new_page,1
699700,41:41.4,treatment,new_page,0
693754,46:03.5,control,old_page,0
895183,59:37.4,control,old_page,0
720715,00:01.4,control,old_page,0
720795,00:39.5,treatment,new_page,0
805267,02:07.6,treatment,new_page,0
688635,11:54.6,treatment,new_page,0
678831,21:47.2,control,old_page,0
862824,28:06.3,control,old_page,0
699346,52:27.4,control,old_page,0
869173,12:53.3,control,old_page,1
640327,13:35.7,treatment,new_page,0
757325,14:37.9,control,old_page,0
757546,17:25.6,control,old_page,0
756220,33:25.7,control,old_page,0
633958,34:21.5,treatment,new_page,0
852450,35:27.4,control,old_page,0
703167,38:01.7,control,old_page,0
731890,38:26.9,treatment,new_page,0
655174,41:43.1,treatment,new_page,0
777634,42:13.9,control,old_page,1
647575,42:56.1,treatment,new_page,0
694362,45:57.0,control,old_page,0
862225,49:37.3,control,old_page,1
743342,53:25.6,treatment,new_page,0
864485,10:39.3,control,old_page,0
723305,12:56.7,treatment,new_page,1
763180,20:27.1,treatment,new_page,1
738999,21:55.3,control,new_page,0
686960,31:33.5,control,old_page,0
921111,35:41.4,treatment,new_page,1
753933,51:26.0,treatment,new_page,0
831886,58:59.7,control,old_page,0
847763,09:13.5,treatment,new_page,0
684450,15:46.0,control,old_page,0
873853,35:29.6,treatment,new_page,0
856875,42:35.2,control,old_page,0
769172,58:35.4,treatment,new_page,0
918715,58:50.3,control,old_page,0
697925,31:00.4,treatment,new_page,0
710557,31:02.4,treatment,new_page,0
881001,32:14.7,treatment,new_page,0
702389,33:26.1,control,old_page,0
678197,41:40.9,control,old_page,0
669329,44:37.0,control,old_page,0
695068,50:15.1,treatment,new_page,0
715340,56:17.2,control,old_page,0
912559,08:11.4,treatment,new_page,0
694656,10:25.0,control,old_page,0
919879,13:26.2,control,old_page,0
853541,28:03.1,treatment,new_page,0
907625,35:35.8,control,old_page,0
927280,38:25.9,control,old_page,0
705081,41:15.8,treatment,new_page,1
652915,44:00.6,control,old_page,0
741531,45:36.0,control,old_page,0
821671,50:09.5,treatment,new_page,0
769197,06:36.5,treatment,new_page,0
694682,09:02.5,treatment,new_page,0
912451,19:44.1,control,old_page,0
802141,26:11.8,control,old_page,0
714176,34:58.1,treatment,new_page,0
694729,44:34.4,control,old_page,0
945814,45:49.4,control,old_page,0
708747,55:08.5,control,old_page,0
714418,02:02.7,control,old_page,0
724867,07:28.0,treatment,new_page,0
699560,08:05.8,control,old_page,0
899903,15:21.5,treatment,new_page,0
671833,16:26.9,treatment,new_page,0
906771,22:01.1,treatment,new_page,0
797640,49:39.9,treatment,new_page,0
653727,53:50.2,treatment,new_page,0
912731,56:32.8,control,old_page,0
632231,11:19.5,control,old_page,0
871806,19:50.9,treatment,new_page,0
678179,22:12.3,control,old_page,0
726865,26:49.0,control,old_page,0
730331,30:40.7,treatment,new_page,1
706657,32:34.3,control,old_page,0
703817,34:38.3,treatment,new_page,0
935063,37:47.4,control,old_page,1
897468,48:21.5,treatment,new_page,1
842034,59:44.0,treatment,new_page,0
693289,08:38.5,control,old_page,0
916276,18:33.0,control,old_page,1
715956,36:00.7,treatment,new_page,0
895669,46:46.2,treatment,new_page,1
713815,51:34.4,treatment,new_page,0
712230,57:44.5,treatment,new_page,0
708317,05:34.9,control,old_page,0
645849,06:36.6,control,old_page,0
860794,11:31.4,treatment,new_page,0
833449,33:16.2,treatment,new_page,0
895797,47:40.7,treatment,new_page,0
895863,49:32.5,treatment,new_page,0
892368,56:47.5,control,old_page,0
884825,16:52.5,treatment,new_page,0
887403,24:56.0,control,old_page,0
695972,27:01.5,control,old_page,0
704956,35:59.6,control,old_page,1
743859,49:54.6,control,old_page,0
638405,52:10.9,treatment,new_page,0
832425,57:24.7,control,old_page,1
832904,57:27.1,treatment,new_page,0
848110,33:00.6,control,old_page,0
733552,40:35.3,treatment,new_page,0
757742,47:14.2,control,old_page,0
868918,54:14.2,treatment,new_page,0
710694,58:38.4,treatment,new_page,0
742784,18:28.4,control,old_page,0
863315,18:42.1,control,old_page,0
691821,19:45.5,treatment,new_page,0
712349,43:09.9,treatment,new_page,1
698448,13:10.0,control,old_page,1
644978,29:49.6,treatment,new_page,0
938983,39:17.7,treatment,new_page,0
789688,44:47.2,treatment,new_page,0
728235,50:02.8,control,old_page,0
899129,52:24.9,treatment,new_page,0
746215,54:14.2,control,old_page,0
877735,07:56.0,treatment,new_page,0
801827,11:14.1,control,old_page,0
724631,19:36.4,control,old_page,0
650929,21:08.0,treatment,new_page,0
835187,42:35.8,control,old_page,0
730785,04:20.8,control,old_page,0
930106,22:43.8,treatment,new_page,0
866989,26:18.5,treatment,new_page,0
831656,46:59.9,treatment,new_page,0
803683,05:16.2,treatment,new_page,0
680162,07:22.2,control,old_page,0
701936,08:17.8,treatment,new_page,0
852362,30:24.4,control,old_page,0
649841,43:19.1,control,old_page,0
760758,54:46.4,control,old_page,0
835534,04:02.6,treatment,new_page,0
786394,05:48.4,control,old_page,0
804793,11:30.3,control,old_page,1
940165,14:31.2,treatment,new_page,0
823047,16:26.0,treatment,new_page,0
709686,46:53.6,control,old_page,0
929406,55:51.9,control,old_page,0
699961,09:49.9,treatment,new_page,0
939580,23:14.9,control,old_page,0
892222,27:38.7,treatment,new_page,0
685172,33:36.1,control,old_page,0
830619,01:56.3,control,old_page,0
630780,14:27.7,control,old_page,0
886969,36:45.6,control,old_page,0
848404,44:20.6,control,old_page,0
864489,01:39.3,treatment,new_page,0
737109,08:56.4,control,old_page,0
757313,23:17.6,treatment,new_page,0
723712,32:42.9,treatment,new_page,0
858490,36:54.7,control,old_page,0
698399,39:48.4,treatment,new_page,0
850888,42:24.1,treatment,new_page,1
928801,43:57.8,control,old_page,1
774342,59:06.8,control,old_page,1
739487,00:47.6,control,old_page,0
732243,10:59.0,treatment,new_page,0
919336,27:09.5,treatment,new_page,0
650917,36:25.4,treatment,new_page,1
883081,41:12.0,treatment,new_page,0
939883,03:31.1,treatment,new_page,0
758300,04:15.3,treatment,new_page,0
912420,17:39.3,control,old_page,0
771871,20:09.1,control,old_page,0
792887,22:55.9,treatment,new_page,0
680902,36:03.5,control,old_page,0
821478,36:30.2,treatment,new_page,0
817253,36:53.2,treatment,new_page,0
868182,38:10.2,treatment,new_page,1
713079,43:14.7,control,old_page,0
854711,47:59.2,treatment,new_page,0
911554,51:25.5,control,old_page,0
649626,03:23.0,treatment,new_page,0
888567,08:13.0,treatment,new_page,0
918106,16:06.1,treatment,new_page,0
724695,25:20.1,treatment,new_page,1
686623,26:40.7,treatment,old_page,0
911036,37:41.7,treatment,new_page,0
820107,44:32.1,treatment,new_page,0
920783,49:12.0,control,old_page,0
676652,54:23.9,treatment,new_page,0
777749,58:04.7,control,old_page,0
652931,13:32.1,treatment,new_page,0
702832,25:59.0,treatment,new_page,0
884145,45:38.5,treatment,new_page,0
791293,50:32.4,treatment,new_page,0
770912,51:02.5,treatment,new_page,0
942410,54:27.3,treatment,new_page,0
793103,03:23.8,treatment,new_page,0
637101,06:01.9,treatment,new_page,0
759875,11:58.8,treatment,new_page,0
674368,17:54.7,control,old_page,0
780666,25:11.6,treatment,new_page,0
904825,39:53.4,control,old_page,0
894158,41:33.6,treatment,new_page,0
834517,44:55.0,control,old_page,0
867222,56:59.8,control,old_page,0
851848,02:03.1,treatment,new_page,1
840417,13:47.7,control,old_page,0
921365,56:02.0,treatment,new_page,0
823204,01:59.2,treatment,new_page,1
708035,09:46.7,treatment,new_page,0
790624,30:46.7,treatment,new_page,0
711091,33:56.1,treatment,new_page,0
666760,42:07.1,control,old_page,0
710655,44:46.6,control,old_page,0
790124,52:42.8,treatment,new_page,0
730743,10:32.8,control,old_page,0
745689,17:47.9,control,old_page,0
775945,17:54.6,control,old_page,0
670424,19:02.5,control,old_page,0
933860,23:50.2,control,old_page,1
769648,43:39.9,treatment,new_page,0
903809,46:11.6,control,old_page,0
713449,46:41.0,control,old_page,0
944140,50:00.5,treatment,new_page,0
641359,56:13.5,control,old_page,0
635384,02:06.7,control,old_page,1
899814,07:15.8,treatment,new_page,0
900363,34:10.6,treatment,new_page,0
849584,45:14.8,treatment,new_page,0
630327,47:08.1,control,old_page,0
933711,02:51.8,treatment,new_page,0
670161,24:50.4,control,old_page,0
816743,51:26.2,control,old_page,0
655595,56:05.7,control,old_page,1
708346,03:06.8,control,old_page,0
863567,08:37.2,treatment,new_page,0
919874,09:21.4,treatment,new_page,0
757518,15:16.4,treatment,new_page,0
904555,18:59.6,treatment,new_page,0
645923,19:30.9,treatment,new_page,0
875816,28:13.2,control,old_page,0
630338,56:02.7,treatment,new_page,0
663728,01:23.9,control,old_page,0
638344,04:27.8,treatment,new_page,1
708225,09:56.4,treatment,new_page,0
739253,17:18.8,treatment,new_page,0
821315,24:06.4,treatment,new_page,0
645240,32:18.4,treatment,new_page,0
903575,47:12.5,control,old_page,0
755414,51:07.5,treatment,new_page,0
900320,00:16.2,control,old_page,0
855000,21:21.6,treatment,new_page,0
750650,22:22.1,control,old_page,0
910711,25:01.8,treatment,new_page,0
818348,25:22.0,control,old_page,0
879741,42:30.8,treatment,new_page,0
789620,43:05.2,treatment,new_page,1
745382,44:13.8,treatment,new_page,0
821930,57:49.8,control,old_page,0
843532,07:18.7,treatment,new_page,0
792036,14:33.3,treatment,new_page,0
683773,28:14.6,treatment,new_page,0
848883,32:42.3,control,old_page,0
707223,37:34.0,control,old_page,1
832243,41:50.1,treatment,new_page,0
899934,45:11.9,treatment,new_page,0
890258,52:16.8,treatment,new_page,0
659105,01:52.4,treatment,new_page,0
858538,07:28.9,treatment,new_page,0
671788,12:32.9,treatment,new_page,1
710967,19:22.8,control,old_page,0
716968,26:00.9,control,old_page,0
763711,28:29.0,treatment,new_page,0
922274,34:21.8,treatment,new_page,1
794959,40:48.2,treatment,new_page,0
696211,40:54.4,treatment,new_page,0
821203,49:29.9,control,old_page,0
924519,03:59.9,treatment,new_page,0
737832,17:01.6,control,old_page,0
867746,18:19.9,control,old_page,0
869205,34:45.4,control,old_page,0
806355,37:13.2,treatment,new_page,1
782423,37:17.5,control,old_page,0
790335,47:50.3,control,old_page,0
665802,54:23.2,treatment,new_page,0
681546,04:36.3,control,old_page,0
879105,16:28.8,control,old_page,0
811614,20:54.8,control,old_page,0
827414,37:21.8,control,old_page,0
717394,48:04.4,treatment,new_page,0
699302,54:02.8,control,old_page,0
850190,55:19.4,control,old_page,0
941778,07:36.8,treatment,new_page,0
828924,32:37.7,treatment,new_page,0
833223,36:55.8,control,old_page,0
635607,47:11.1,treatment,new_page,0
728239,52:35.5,control,old_page,1
761472,02:49.9,treatment,new_page,0
822861,10:30.7,control,old_page,0
825243,14:26.6,control,old_page,0
784585,30:02.9,control,old_page,0
663228,33:16.1,treatment,new_page,0
916467,34:11.4,treatment,new_page,0
807016,59:31.0,control,old_page,1
853010,01:46.1,control,old_page,0
680519,06:41.6,treatment,new_page,1
631524,08:26.6,treatment,new_page,0
799358,12:34.9,control,old_page,0
932058,20:18.1,treatment,new_page,0
930565,20:25.1,control,old_page,0
655708,23:45.4,control,old_page,0
712178,25:09.2,control,old_page,0
923273,33:19.1,treatment,new_page,1
914399,44:29.6,control,old_page,0
941769,46:32.3,treatment,new_page,0
825714,49:36.6,treatment,new_page,0
841086,55:17.3,treatment,new_page,0
901670,59:57.4,treatment,new_page,0
922898,01:49.7,control,old_page,0
803471,07:56.2,treatment,new_page,0
819129,16:56.6,treatment,new_page,1
654594,23:05.5,treatment,new_page,0
841824,37:51.4,treatment,new_page,0
936712,38:15.5,treatment,new_page,0
868627,38:43.9,treatment,new_page,0
671614,51:32.8,treatment,new_page,0
905148,25:36.2,treatment,new_page,0
716695,35:47.4,control,old_page,0
868336,42:20.4,treatment,new_page,1
811761,52:32.4,treatment,new_page,0
842305,59:03.9,treatment,new_page,0
922150,04:04.2,treatment,new_page,0
751936,08:37.7,treatment,new_page,0
929430,58:03.8,control,old_page,0
773860,04:13.4,treatment,new_page,0
651307,08:27.2,control,old_page,0
724157,15:24.0,control,old_page,0
751572,33:55.8,control,old_page,0
674610,44:36.0,control,old_page,0
826709,52:24.0,control,old_page,0
929551,59:42.3,treatment,new_page,0
759775,04:20.9,control,old_page,1
663440,06:13.3,control,old_page,0
906060,07:47.3,treatment,new_page,0
678745,12:36.2,control,old_page,0
739727,21:44.8,control,old_page,0
730024,28:53.3,control,old_page,0
713036,42:20.0,treatment,new_page,0
692880,57:42.9,control,old_page,0
905636,00:15.8,control,old_page,0
672987,09:14.2,treatment,new_page,1
721847,10:20.4,control,old_page,0
671868,10:43.9,treatment,new_page,0
813736,16:19.8,treatment,new_page,0
696798,18:23.3,control,old_page,0
763297,24:10.1,control,old_page,0
700750,33:05.1,control,old_page,0
843091,43:41.2,treatment,new_page,1
841286,46:09.7,treatment,new_page,0
843144,00:02.7,control,old_page,0
693095,19:55.1,control,old_page,0
858175,21:28.4,control,old_page,0
795302,30:43.3,control,old_page,0
755722,34:03.7,control,old_page,0
692883,42:39.8,treatment,new_page,0
673004,43:34.5,treatment,new_page,0
901448,51:03.1,treatment,new_page,1
654841,51:07.4,treatment,new_page,0
838260,55:00.7,treatment,new_page,0
695238,16:40.5,control,old_page,1
768804,18:18.6,control,old_page,0
936923,20:49.1,control,old_page,0
820420,29:56.9,control,old_page,0
852279,30:30.2,control,old_page,0
830672,32:06.2,control,old_page,1
635387,37:30.7,treatment,new_page,0
808004,45:10.6,treatment,new_page,0
748761,47:44.4,treatment,old_page,0
804109,48:12.2,control,old_page,1
689354,53:30.4,treatment,new_page,1
740186,07:00.6,control,old_page,0
635196,13:03.8,control,old_page,0
844275,22:55.7,control,old_page,0
770626,35:57.1,control,old_page,0
816733,37:56.0,treatment,new_page,0
736841,41:17.9,control,old_page,0
915937,00:33.6,treatment,new_page,0
841462,05:36.0,control,old_page,0
767664,16:12.7,treatment,new_page,0
835310,19:42.5,control,old_page,0
862991,30:15.4,treatment,new_page,0
778744,32:00.0,treatment,new_page,0
631473,33:44.2,control,old_page,0
824011,37:55.9,control,old_page,1
764322,51:29.3,control,old_page,0
840187,55:19.6,treatment,new_page,0
846408,56:10.5,treatment,new_page,0
852521,04:50.9,treatment,new_page,0
702193,09:22.0,treatment,new_page,1
755586,15:11.9,control,old_page,0
737107,30:51.1,treatment,new_page,0
821140,44:51.2,treatment,new_page,1
639177,49:52.4,control,old_page,1
926865,24:58.5,control,old_page,0
804217,25:09.2,control,old_page,0
863768,34:10.4,control,old_page,1
882277,36:12.8,treatment,new_page,0
825741,42:00.7,control,old_page,0
884846,13:29.9,control,old_page,0
728341,16:04.6,treatment,new_page,0
672851,57:35.2,treatment,new_page,0
859078,02:53.5,treatment,new_page,0
819675,04:26.9,treatment,new_page,0
857242,04:27.4,control,old_page,0
838210,11:38.6,control,old_page,0
785093,21:14.3,control,old_page,0
666288,31:14.1,control,old_page,0
808613,44:01.3,control,new_page,0
829085,50:01.6,control,old_page,0
713803,57:06.8,treatment,new_page,0
855695,03:41.0,treatment,new_page,0
636165,04:17.0,control,old_page,0
911014,06:54.2,treatment,new_page,0
685359,24:21.6,treatment,new_page,0
794561,25:46.2,treatment,new_page,0
825122,30:22.8,control,old_page,0
893880,50:16.0,treatment,new_page,0
942338,49:27.1,treatment,new_page,0
840815,58:13.2,control,old_page,0
753592,00:24.8,control,old_page,0
694769,01:02.5,control,old_page,0
742708,13:43.8,treatment,new_page,0
755501,25:54.5,treatment,new_page,0
708340,29:42.3,treatment,new_page,0
817110,33:06.8,treatment,new_page,1
703888,34:28.6,treatment,new_page,0
757455,53:30.0,treatment,new_page,0
838419,20:41.5,control,old_page,0
792608,31:13.2,control,old_page,0
837006,27:09.6,control,old_page,0
854035,31:54.8,control,old_page,0
655498,38:36.5,control,old_page,0
734569,40:41.7,treatment,new_page,0
717940,42:57.4,control,old_page,0
875323,12:22.0,treatment,new_page,0
933505,26:55.3,treatment,new_page,0
866477,38:38.7,treatment,new_page,0
821279,48:07.1,control,old_page,0
874382,04:27.2,control,old_page,0
868955,06:11.7,control,old_page,0
663168,35:04.8,treatment,new_page,0
736048,47:29.2,control,old_page,0
824645,02:22.3,treatment,new_page,0
676836,20:43.9,control,old_page,0
849861,34:48.8,control,old_page,0
760770,46:09.9,control,old_page,0
674498,51:26.5,control,old_page,0
929202,52:14.1,control,old_page,0
664763,24:43.4,control,old_page,0
892317,56:22.2,control,old_page,0
871653,16:08.3,treatment,new_page,0
888539,16:10.3,control,old_page,0
755194,33:53.5,control,old_page,0
851035,34:26.7,control,old_page,0
746580,48:34.3,treatment,new_page,1
818527,50:47.1,control,old_page,0
827392,02:26.9,control,old_page,0
911270,05:15.4,control,old_page,0
739748,05:18.7,control,old_page,0
776475,16:36.5,treatment,new_page,0
681403,19:18.4,control,old_page,0
863766,28:14.7,treatment,new_page,1
812235,48:42.1,control,old_page,0
828237,53:44.7,treatment,new_page,1
759860,58:54.4,treatment,new_page,0
916726,02:55.0,control,old_page,0
864224,19:25.9,control,old_page,1
732441,31:06.3,control,old_page,0
939676,37:47.8,treatment,new_page,1
632109,42:07.8,treatment,new_page,1
809170,48:01.0,treatment,new_page,1
761924,50:40.6,control,old_page,0
937546,56:37.7,treatment,new_page,1
635645,58:54.8,treatment,new_page,0
784489,59:19.8,control,old_page,0
807719,03:04.6,control,old_page,0
848599,09:49.0,control,old_page,0
905065,11:44.1,treatment,new_page,0
661258,14:02.3,control,old_page,0
706057,22:58.7,treatment,new_page,0
930598,27:35.2,treatment,new_page,0
686585,31:31.9,treatment,new_page,0
680201,38:46.0,control,old_page,0
914730,41:49.8,control,old_page,0
702413,00:47.0,control,old_page,0
913777,06:48.0,treatment,new_page,0
901268,09:13.1,treatment,new_page,0
919701,30:09.2,control,old_page,0
843927,41:50.2,control,old_page,0
860856,46:47.1,treatment,new_page,0
735241,00:32.3,control,old_page,1
931141,11:44.2,treatment,new_page,0
786185,19:34.9,control,old_page,0
858966,27:10.8,treatment,new_page,0
758186,40:01.3,control,old_page,0
640961,42:55.0,control,old_page,0
832972,46:38.7,control,old_page,0
806826,51:23.5,control,old_page,0
694006,00:16.9,control,old_page,0
877675,04:59.7,control,old_page,0
888918,14:09.7,control,old_page,0
745074,17:58.7,control,old_page,0
926415,36:20.4,treatment,new_page,0
938283,46:14.4,control,old_page,1
672606,48:17.6,control,old_page,0
855839,51:35.8,treatment,new_page,0
636767,12:17.1,treatment,new_page,0
868084,19:50.9,treatment,new_page,0
858759,22:54.4,treatment,new_page,0
854238,24:35.2,control,old_page,0
867194,30:09.0,control,old_page,0
910141,33:09.1,treatment,new_page,0
867247,36:14.3,treatment,new_page,0
640006,38:15.6,control,old_page,0
661249,40:05.7,control,old_page,0
740898,52:03.8,control,old_page,0
887171,53:00.6,treatment,new_page,0
902682,59:11.0,control,old_page,0
841818,06:10.5,treatment,new_page,0
692278,06:31.4,treatment,new_page,1
698397,08:03.3,treatment,new_page,0
733976,11:16.4,control,new_page,0
931331,14:16.7,treatment,new_page,1
785939,19:43.8,treatment,new_page,0
816844,22:01.7,control,old_page,0
935625,29:52.7,control,old_page,0
683567,31:16.8,control,old_page,0
883536,38:15.8,treatment,new_page,0
933445,38:37.1,control,old_page,0
884122,41:42.5,treatment,new_page,0
690127,02:57.6,treatment,old_page,1
749347,15:41.7,control,old_page,0
831334,29:26.1,treatment,new_page,0
702977,42:22.7,treatment,new_page,0
909990,52:24.8,treatment,new_page,0
855602,54:01.8,control,old_page,0
661590,55:06.2,treatment,new_page,0
838618,14:07.1,control,old_page,0
754809,16:40.8,treatment,new_page,0
818968,43:14.8,treatment,new_page,1
760100,44:28.8,control,old_page,0
657648,53:54.1,treatment,new_page,0
847936,57:26.3,treatment,new_page,0
783263,04:39.7,treatment,new_page,0
699642,12:55.3,control,old_page,0
843555,37:56.3,control,old_page,0
748078,51:55.7,treatment,new_page,0
732908,52:29.7,control,old_page,0
821048,57:03.4,control,old_page,0
855506,04:08.6,control,old_page,0
716497,04:46.5,control,old_page,0
670221,20:42.1,treatment,new_page,0
804093,24:21.3,control,old_page,1
694158,26:43.4,control,old_page,0
736887,52:36.0,control,old_page,0
873558,54:49.7,treatment,new_page,0
824418,59:51.1,control,old_page,0
700371,05:58.9,treatment,new_page,1
810007,11:55.7,control,old_page,0
777170,19:36.3,treatment,new_page,1
705197,30:40.0,control,old_page,0
656518,36:09.5,treatment,new_page,0
929303,36:38.6,control,old_page,1
730376,42:26.2,control,old_page,0
771879,47:40.3,control,old_page,0
852606,03:49.4,control,old_page,0
906968,08:49.1,treatment,new_page,0
895513,16:11.5,treatment,new_page,0
944648,17:33.2,control,old_page,0
831737,18:20.9,control,old_page,1
779854,28:30.7,control,old_page,0
917112,31:47.0,control,old_page,0
805301,37:11.5,treatment,new_page,1
928267,45:35.1,treatment,new_page,0
850680,51:24.1,control,old_page,0
634971,58:48.1,control,old_page,0
694078,04:33.4,control,old_page,1
710349,24:44.2,control,old_page,0
736012,26:23.6,control,old_page,0
869537,29:47.1,control,old_page,1
933872,33:10.3,treatment,new_page,0
709265,33:34.5,control,old_page,0
911238,48:14.6,control,old_page,0
685374,49:23.9,treatment,new_page,0
919690,49:30.6,control,old_page,0
637639,09:52.7,control,new_page,1
657302,14:21.1,control,old_page,0
787813,17:24.5,control,old_page,0
885497,22:11.3,control,old_page,0
885187,25:21.6,control,old_page,1
754456,44:41.8,control,old_page,0
900461,51:15.5,treatment,new_page,0
720371,54:47.6,treatment,new_page,0
794864,59:59.3,control,old_page,0
801033,27:12.6,treatment,new_page,0
639751,28:04.6,control,old_page,0
906578,32:22.4,treatment,new_page,0
683423,43:03.6,treatment,new_page,0
931667,47:02.9,control,old_page,0
830513,50:01.5,treatment,new_page,0
723137,59:42.4,control,old_page,0
801682,01:30.6,treatment,new_page,0
862270,37:48.0,control,old_page,0
631477,49:40.7,control,old_page,1
766147,52:25.0,treatment,new_page,0
924584,00:04.3,control,old_page,0
863758,05:19.7,control,old_page,0
764691,08:15.8,treatment,new_page,0
733209,19:54.5,control,old_page,0
799446,22:25.1,control,old_page,0
808769,27:29.1,control,old_page,0
840399,39:24.7,control,old_page,0
910698,56:13.0,treatment,new_page,0
943744,33:19.5,treatment,new_page,0
817544,34:18.4,control,old_page,0
749714,36:37.2,control,old_page,1
761994,37:56.2,control,old_page,0
781628,21:39.5,treatment,new_page,0
844170,25:26.6,control,old_page,0
799033,27:36.5,control,old_page,1
690508,33:15.2,treatment,new_page,0
737376,35:21.2,control,old_page,0
896048,51:45.3,control,old_page,0
787942,52:43.9,control,old_page,0
